Reading_ID,Battery_ID,Timestamp,Voltage_V,Current_A,Temperature_C,SOC_Percentage,Cycle_Count
R-005715,B-017,2026-03-27 07:09:37,3.35,-12.81,41.68,54.06,170
R-005716,B-004,2026-03-27 07:09:37,2.56,57.48,34.95,41.46,146
R-005717,B-018,2026-03-27 07:09:37,2.45,-98.63,28.47,26.06,104
R-005718,B-022,2026-03-27 07:10:37,3.66,95.51,39.07,99.83,129
R-005719,B-020,2026-03-27 07:10:37,2.77,89.75,36.24,78.0,88
R-005720,B-001,2026-03-27 07:10:37,3.56,-50.95,37.76,83.8,191
R-005721,B-010,2026-03-27 07:10:37,2.36,145.48,36.73,18.61,46
R-005722,B-002,2026-03-27 07:10:37,3.61,-30.27,33.41,31.06,54
R-005723,B-015,2026-03-27 07:10:37,2.71,120.08,27.76,71.29,106
R-005724,B-009,2026-03-27 07:11:37,3.93,148.32,36.32,61.86,104
R-005725,B-011,2026-03-27 07:11:37,2.63,-70.0,39.93,64.1,78
R-005726,B-006,2026-03-27 07:11:37,2.52,-11.59,28.86,45.96,110
R-005727,B-002,2026-03-27 07:11:37,3.66,-45.4,42.23,30.6,54
R-005728,B-017,2026-03-27 07:11:37,3.35,-87.24,40.72,53.11,170
R-005729,B-021,2026-03-27 07:11:37,3.45,91.81,34.65,76.77,25
R-005730,B-003,2026-03-27 07:11:37,3.62,-19.62,39.75,94.75,49
R-005731,B-022,2026-03-27 07:11:37,3.66,145.98,37.49,100.0,130
R-005732,B-024,2026-03-27 07:11:37,2.6,-30.92,33.55,53.21,60
R-005733,B-014,2026-03-27 07:12:37,4.02,123.37,36.48,79.54,152
R-005734,B-025,2026-03-27 07:12:37,2.62,-45.06,30.79,66.36,124
R-005735,B-017,2026-03-27 07:12:37,3.27,-77.87,25.34,52.45,170
R-005736,B-016,2026-03-27 07:12:37,2.78,-47.06,36.12,94.49,169
R-005737,B-023,2026-03-27 07:12:37,4.2,-36.15,38.83,96.64,137
R-005738,B-013,2026-03-27 07:12:37,3.25,-37.8,44.36,47.11,192
R-005739,B-009,2026-03-27 07:12:37,3.91,93.88,34.25,63.28,104
R-005740,B-024,2026-03-27 07:12:37,2.62,-28.98,27.67,52.41,60
R-005741,B-002,2026-03-27 07:12:37,3.62,-37.06,37.74,30.26,54
R-005742,B-006,2026-03-27 07:12:37,2.59,-83.08,29.41,45.01,110
R-005743,B-018,2026-03-27 07:12:37,2.39,-16.86,27.55,25.53,104
R-005744,B-006,2026-03-27 07:13:37,2.52,-36.37,31.27,44.26,110
R-005745,B-007,2026-03-27 07:13:37,3.99,-64.82,29.75,72.38,38
R-005746,B-004,2026-03-27 07:13:37,2.53,95.83,35.01,42.1,146
R-005747,B-017,2026-03-27 07:13:37,3.31,-60.82,38.32,51.72,170
R-005748,B-015,2026-03-27 07:13:37,2.71,106.73,29.94,72.53,106
R-005749,B-014,2026-03-27 07:13:37,4.03,99.55,32.83,80.73,152
R-005750,B-019,2026-03-27 07:13:37,3.46,-66.25,35.27,10.47,33
R-005751,B-020,2026-03-27 07:13:37,2.77,100.08,26.78,78.64,88
R-005752,B-021,2026-03-27 07:13:37,3.52,68.67,34.38,77.3,25
R-005753,B-008,2026-03-27 07:13:37,4.01,-37.11,44.12,82.53,30
R-005754,B-016,2026-03-27 07:14:37,2.85,-93.49,26.21,94.06,169
R-005755,B-010,2026-03-27 07:14:37,2.35,82.64,40.66,18.93,46
R-005756,B-002,2026-03-27 07:14:37,3.66,-51.59,38.0,29.81,54
R-005757,B-018,2026-03-27 07:14:37,2.4,-27.79,36.44,24.66,104
R-005758,B-001,2026-03-27 07:14:37,3.57,-74.07,42.37,83.68,191
R-005759,B-005,2026-03-27 07:14:37,3.21,-52.32,32.32,33.52,200
R-005760,B-012,2026-03-27 07:14:37,3.57,-39.61,40.43,26.1,175
R-005761,B-020,2026-03-27 07:14:37,2.72,98.08,26.04,80.03,88
R-005762,B-003,2026-03-27 07:14:37,3.6,-49.6,39.53,94.34,49
R-005763,B-009,2026-03-27 07:15:37,3.85,76.69,25.07,63.86,104
R-005764,B-011,2026-03-27 07:15:37,2.66,-25.63,38.7,63.83,78
R-005765,B-006,2026-03-27 07:15:37,2.57,-52.64,41.31,43.38,110
R-005766,B-016,2026-03-27 07:15:37,2.83,-74.15,31.09,93.08,169
R-005767,B-001,2026-03-27 07:15:37,3.49,-73.12,29.35,82.75,191
R-005768,B-008,2026-03-27 07:16:37,4.06,-91.84,26.76,82.28,30
R-005769,B-012,2026-03-27 07:16:37,3.57,-88.53,39.44,25.56,175
R-005770,B-019,2026-03-27 07:16:37,3.45,-20.73,40.21,10.22,33
R-005771,B-001,2026-03-27 07:16:37,3.56,-98.48,30.75,81.8,191
R-005772,B-006,2026-03-27 07:16:37,2.56,-19.04,33.28,42.95,110
R-005773,B-022,2026-03-27 07:16:37,3.67,-54.79,29.19,99.74,130
R-005774,B-004,2026-03-27 07:16:37,2.57,132.18,33.42,42.92,146
R-005775,B-016,2026-03-27 07:16:37,2.83,-96.77,34.11,92.72,169
R-005776,B-015,2026-03-27 07:16:37,2.72,76.21,27.55,73.81,106
R-005777,B-013,2026-03-27 07:17:37,3.28,-13.55,34.52,46.97,192
R-005778,B-023,2026-03-27 07:17:37,4.17,-49.22,34.29,96.01,137
R-005779,B-014,2026-03-27 07:17:37,4.06,119.69,37.17,81.7,152
R-005780,B-024,2026-03-27 07:17:37,2.61,-57.84,32.38,52.15,60
R-005781,B-025,2026-03-27 07:17:37,2.67,-91.91,27.56,65.79,124
R-005782,B-021,2026-03-27 07:17:37,3.54,79.55,26.65,78.32,25
R-005783,B-017,2026-03-27 07:17:37,3.33,-21.25,38.85,51.54,170
R-005784,B-002,2026-03-27 07:17:37,3.6,-69.27,37.56,28.98,54
R-005785,B-003,2026-03-27 07:18:37,3.56,-25.43,29.68,93.37,49
R-005786,B-018,2026-03-27 07:18:37,2.44,-26.54,42.81,24.39,104
R-005787,B-004,2026-03-27 07:18:37,2.5,66.94,36.43,44.13,146
R-005788,B-020,2026-03-27 07:18:37,2.7,138.24,36.86,80.78,88
R-005789,B-007,2026-03-27 07:18:37,3.92,-12.9,32.77,72.14,38
R-005790,B-025,2026-03-27 07:18:37,2.63,-28.29,26.02,65.03,124
R-005791,B-005,2026-03-27 07:19:37,3.17,-35.37,35.7,33.34,200
R-005792,B-014,2026-03-27 07:19:37,4.08,93.67,35.66,82.85,152
R-005793,B-004,2026-03-27 07:19:37,2.56,115.38,26.14,44.74,146
R-005794,B-015,2026-03-27 07:19:37,2.73,137.73,35.56,74.02,106
R-005795,B-021,2026-03-27 07:19:37,3.53,72.5,33.01,79.63,25
R-005796,B-006,2026-03-27 07:19:37,2.51,-56.79,27.8,42.17,110
R-005797,B-022,2026-03-27 07:19:37,3.63,-67.39,45.0,99.21,130
R-005798,B-003,2026-03-27 07:19:37,3.58,-36.49,27.13,93.1,49
R-005799,B-011,2026-03-27 07:19:37,2.68,-35.74,36.08,63.08,78
R-005800,B-013,2026-03-27 07:19:37,3.21,-20.12,34.53,46.14,192
R-005801,B-010,2026-03-27 07:19:37,2.39,141.32,41.96,20.01,46
R-005802,B-003,2026-03-27 07:20:37,3.57,-51.27,41.15,92.2,49
R-005803,B-012,2026-03-27 07:20:37,3.54,-44.33,38.27,25.3,175
R-005804,B-008,2026-03-27 07:20:37,4.07,-50.32,39.58,81.88,30
R-005805,B-019,2026-03-27 07:20:37,3.4,-70.36,39.08,9.84,33
R-005806,B-009,2026-03-27 07:20:37,3.93,125.11,42.58,64.41,104
R-005807,B-023,2026-03-27 07:20:37,4.13,-49.48,32.61,95.16,137
R-005808,B-001,2026-03-27 07:20:37,3.47,-62.06,37.66,80.81,191
R-005809,B-021,2026-03-27 07:20:37,3.54,133.85,37.88,80.99,25
R-005810,B-020,2026-03-27 07:20:37,2.72,73.24,26.29,81.02,88
R-005811,B-002,2026-03-27 07:20:37,3.59,-75.42,32.26,28.74,54
R-005812,B-016,2026-03-27 07:21:37,2.82,-41.14,37.77,92.24,169
R-005813,B-023,2026-03-27 07:21:37,4.16,-74.6,33.06,94.48,137
R-005814,B-013,2026-03-27 07:21:37,3.25,-28.36,42.75,45.4,192
R-005815,B-017,2026-03-27 07:21:37,3.26,-39.06,36.57,51.07,170
R-005816,B-015,2026-03-27 07:21:37,2.71,80.85,44.48,75.05,106
R-005817,B-025,2026-03-27 07:21:37,2.63,-71.49,26.41,64.38,124
R-005818,B-003,2026-03-27 07:21:37,3.55,-78.81,33.99,91.61,49
R-005819,B-014,2026-03-27 07:21:37,4.05,118.0,29.58,83.95,152
R-005820,B-024,2026-03-27 07:22:37,2.55,-59.63,36.15,51.33,60
R-005821,B-010,2026-03-27 07:22:37,2.43,64.23,41.12,21.37,46
R-005822,B-018,2026-03-27 07:22:37,2.4,-10.87,27.05,24.0,104
R-005823,B-019,2026-03-27 07:22:37,3.44,-84.79,41.88,9.29,33
R-005824,B-004,2026-03-27 07:22:37,2.52,140.26,38.01,45.17,146
R-005825,B-022,2026-03-27 07:22:37,3.62,-18.72,38.18,98.22,130
R-005826,B-007,2026-03-27 07:22:37,3.93,-30.5,25.87,72.0,38
R-005827,B-005,2026-03-27 07:22:37,3.13,-17.33,44.6,32.86,200
R-005828,B-012,2026-03-27 07:22:37,3.56,-76.94,26.99,24.95,175
R-005829,B-015,2026-03-27 07:23:37,2.67,80.56,32.78,76.24,106
R-005830,B-020,2026-03-27 07:23:37,2.78,137.77,25.54,82.41,88
R-005831,B-022,2026-03-27 07:23:37,3.6,-27.57,27.67,97.43,130
R-005832,B-006,2026-03-27 07:23:37,2.47,-31.15,25.0,41.88,110
R-005833,B-009,2026-03-27 07:23:37,3.89,90.04,30.11,65.81,104
R-005834,B-025,2026-03-27 07:23:37,2.66,-83.16,37.38,63.54,124
R-005835,B-013,2026-03-27 07:23:37,3.26,-29.87,30.44,44.41,192
R-005836,B-021,2026-03-27 07:23:37,3.5,85.1,44.05,81.88,25
R-005837,B-024,2026-03-27 07:24:37,2.59,-69.5,29.73,50.6,60
R-005838,B-011,2026-03-27 07:24:37,2.66,-30.9,31.62,62.39,78
R-005839,B-008,2026-03-27 07:24:37,4.02,-44.89,35.67,81.28,30
R-005840,B-016,2026-03-27 07:24:37,2.78,-63.86,32.52,91.46,169
R-005841,B-025,2026-03-27 07:24:37,2.63,-56.36,43.15,62.87,124
R-005842,B-007,2026-03-27 07:24:37,3.95,-67.93,25.67,71.07,38
R-005843,B-001,2026-03-27 07:24:37,3.52,-47.05,39.73,79.89,191
R-005844,B-014,2026-03-27 07:24:37,4.11,78.82,29.16,84.97,152
R-005845,B-009,2026-03-27 07:24:37,3.91,52.52,31.28,66.87,104
R-005846,B-005,2026-03-27 07:25:37,3.19,-91.1,42.51,31.99,200
R-005847,B-007,2026-03-27 07:25:37,3.93,-83.5,40.21,70.72,38
R-005848,B-011,2026-03-27 07:25:37,2.65,-38.89,27.64,61.66,78
R-005849,B-018,2026-03-27 07:25:37,2.4,-91.53,38.13,23.42,104
R-005850,B-002,2026-03-27 07:25:37,3.61,-37.17,35.61,27.74,54
R-005851,B-017,2026-03-27 07:25:37,3.27,-39.76,27.12,50.62,170
R-005852,B-004,2026-03-27 07:25:37,2.49,129.63,28.35,45.9,146
R-005853,B-003,2026-03-27 07:25:37,3.63,-56.62,33.64,91.22,49
R-005854,B-020,2026-03-27 07:25:37,2.71,141.36,33.46,82.9,88
R-005855,B-013,2026-03-27 07:25:37,3.26,-90.53,38.48,44.25,192
R-005856,B-023,2026-03-27 07:26:37,4.13,-22.38,25.69,93.84,137
R-005857,B-012,2026-03-27 07:26:37,3.58,-92.63,34.49,24.17,175
R-005858,B-013,2026-03-27 07:26:37,3.24,-98.64,25.12,43.52,192
R-005859,B-009,2026-03-27 07:26:37,3.93,107.38,39.91,68.1,104
R-005860,B-019,2026-03-27 07:26:37,3.4,-30.99,34.73,8.95,33
R-005861,B-011,2026-03-27 07:26:37,2.58,-61.33,43.89,61.01,78
R-005862,B-006,2026-03-27 07:26:37,2.55,-72.16,33.59,41.59,110
R-005863,B-025,2026-03-27 07:26:37,2.66,-29.03,37.87,62.56,124
R-005864,B-022,2026-03-27 07:27:37,3.63,-19.63,34.15,96.91,130
R-005865,B-005,2026-03-27 07:27:37,3.18,-97.3,30.53,31.11,200
R-005866,B-004,2026-03-27 07:27:37,2.51,86.68,44.56,46.34,146
R-005867,B-003,2026-03-27 07:27:37,3.63,-74.85,34.26,90.86,49
R-005868,B-017,2026-03-27 07:27:37,3.32,-89.49,26.57,50.28,170
R-005869,B-025,2026-03-27 07:27:37,2.68,-38.53,35.99,61.92,124
R-005870,B-011,2026-03-27 07:27:37,2.61,-41.92,39.95,60.1,78
R-005871,B-023,2026-03-27 07:27:37,4.12,-78.47,35.64,93.32,137
R-005872,B-016,2026-03-27 07:27:37,2.82,-89.98,25.4,90.99,169
R-005873,B-006,2026-03-27 07:27:37,2.49,-39.05,31.77,40.67,110
R-005874,B-010,2026-03-27 07:27:37,2.39,106.43,26.06,22.76,46
R-005875,B-019,2026-03-27 07:28:37,3.46,-81.59,43.59,8.17,33
R-005876,B-002,2026-03-27 07:28:37,3.58,-94.49,37.38,26.76,54
R-005877,B-015,2026-03-27 07:28:37,2.68,106.35,39.1,76.83,106
R-005878,B-024,2026-03-27 07:28:37,2.58,-23.47,29.38,50.24,60
R-005879,B-012,2026-03-27 07:28:37,3.52,-19.59,31.26,23.96,175
R-005880,B-009,2026-03-27 07:28:37,3.97,55.31,33.73,69.18,104
R-005881,B-020,2026-03-27 07:28:37,2.77,112.26,37.97,83.49,88
R-005882,B-021,2026-03-27 07:28:37,3.57,61.64,33.12,83.21,25
R-005883,B-001,2026-03-27 07:29:37,3.46,-34.78,35.56,79.43,191
R-005884,B-014,2026-03-27 07:29:37,4.12,65.08,43.7,85.78,152
R-005885,B-016,2026-03-27 07:29:37,2.81,-58.1,31.77,90.8,169
R-005886,B-010,2026-03-27 07:29:37,2.38,127.61,31.55,23.37,46
R-005887,B-011,2026-03-27 07:29:37,2.59,-54.45,41.8,59.77,78
R-005888,B-023,2026-03-27 07:29:37,4.1,-47.69,26.44,92.77,137
R-005889,B-008,2026-03-27 07:29:37,4.04,-15.85,36.46,80.67,30
R-005890,B-012,2026-03-27 07:30:37,3.55,-28.7,37.59,22.97,175
R-005891,B-003,2026-03-27 07:30:37,3.57,-75.77,40.53,90.49,49
R-005892,B-017,2026-03-27 07:30:37,3.31,-22.93,30.09,49.41,170
R-005893,B-005,2026-03-27 07:30:37,3.16,-33.7,34.82,30.59,200
R-005894,B-021,2026-03-27 07:30:37,3.5,76.24,28.57,83.56,25
R-005895,B-009,2026-03-27 07:30:37,3.95,53.17,33.81,69.82,104
R-005896,B-025,2026-03-27 07:30:37,2.68,-56.02,38.73,61.63,124
R-005897,B-024,2026-03-27 07:30:37,2.57,-18.46,35.59,49.32,60
R-005898,B-007,2026-03-27 07:30:37,3.97,-10.31,35.03,70.04,38
R-005899,B-018,2026-03-27 07:30:37,2.42,-67.49,29.68,22.93,104
R-005900,B-017,2026-03-27 07:31:37,3.26,-34.63,30.44,48.96,170
R-005901,B-012,2026-03-27 07:31:37,3.58,-85.77,27.91,22.64,175
R-005902,B-006,2026-03-27 07:31:37,2.56,-84.03,35.49,40.19,110
R-005903,B-020,2026-03-27 07:31:37,2.8,128.81,41.92,84.83,88
R-005904,B-013,2026-03-27 07:31:37,3.27,-82.89,26.87,43.4,192
R-005905,B-023,2026-03-27 07:31:37,4.16,-96.8,39.48,92.56,137
R-005906,B-022,2026-03-27 07:32:37,3.59,-23.46,32.85,96.45,130
R-005907,B-024,2026-03-27 07:32:37,2.59,-98.55,40.85,49.19,60
R-005908,B-002,2026-03-27 07:32:37,3.53,-50.35,32.22,26.54,54
R-005909,B-004,2026-03-27 07:32:37,2.54,135.18,36.88,47.04,146
R-005910,B-018,2026-03-27 07:32:37,2.41,-50.66,44.1,22.08,104
R-005911,B-014,2026-03-27 07:32:37,4.08,56.55,42.55,85.91,152
R-005912,B-015,2026-03-27 07:32:37,2.72,80.29,42.59,78.22,106
R-005913,B-012,2026-03-27 07:32:37,3.56,-74.49,30.47,22.34,175
R-005914,B-013,2026-03-27 07:33:37,3.28,-93.24,29.39,43.01,192
R-005915,B-009,2026-03-27 07:33:37,3.98,90.32,33.69,71.11,104
R-005916,B-003,2026-03-27 07:33:37,3.56,-94.96,26.68,89.56,49
R-005917,B-019,2026-03-27 07:33:37,3.41,-84.37,28.95,7.89,33
R-005918,B-006,2026-03-27 07:33:37,2.52,-37.97,27.22,39.68,110
R-005919,B-008,2026-03-27 07:33:37,4.02,-83.96,41.51,80.34,30
R-005920,B-001,2026-03-27 07:33:37,3.52,-44.39,43.93,78.59,191
R-005921,B-020,2026-03-27 07:33:37,2.75,89.44,36.3,85.16,88
R-005922,B-024,2026-03-27 07:33:37,2.51,-49.12,28.62,48.41,60
R-005923,B-025,2026-03-27 07:34:37,2.58,-31.68,44.6,61.28,124
R-005924,B-009,2026-03-27 07:34:37,3.92,77.65,43.57,71.9,104
R-005925,B-024,2026-03-27 07:34:37,2.59,-77.02,36.82,47.42,60
R-005926,B-011,2026-03-27 07:34:37,2.63,-65.91,37.42,59.42,78
R-005927,B-016,2026-03-27 07:34:37,2.8,-81.44,41.18,89.81,169
R-005928,B-006,2026-03-27 07:34:37,2.54,-36.37,28.17,38.91,110
R-005929,B-014,2026-03-27 07:34:37,4.08,143.16,29.92,86.19,152
R-005930,B-007,2026-03-27 07:34:37,3.99,-14.96,39.06,69.61,38
R-005931,B-015,2026-03-27 07:34:37,2.73,144.52,28.79,79.33,106
R-005932,B-010,2026-03-27 07:34:37,2.38,144.02,34.18,24.34,46
R-005933,B-020,2026-03-27 07:35:37,2.77,57.41,44.59,85.49,88
R-005934,B-005,2026-03-27 07:35:37,3.1,-73.41,29.68,30.16,200
R-005935,B-021,2026-03-27 07:35:37,3.59,59.35,39.27,84.62,25
R-005936,B-017,2026-03-27 07:35:37,3.24,-16.29,29.81,48.63,170
R-005937,B-023,2026-03-27 07:35:37,4.11,-32.47,27.69,92.09,137
R-005938,B-016,2026-03-27 07:36:37,2.84,-29.11,42.71,89.3,169
R-005939,B-012,2026-03-27 07:36:37,3.54,-30.45,25.4,21.45,175
R-005940,B-011,2026-03-27 07:36:37,2.6,-94.98,37.89,58.64,78
R-005941,B-006,2026-03-27 07:36:37,2.49,-62.88,41.35,38.65,110
R-005942,B-018,2026-03-27 07:36:37,2.4,-81.59,37.09,21.51,104
R-005943,B-001,2026-03-27 07:36:37,3.53,-22.52,27.69,77.8,191
R-005944,B-009,2026-03-27 07:36:37,3.98,67.83,42.47,72.72,104
R-005945,B-004,2026-03-27 07:37:37,2.6,50.63,35.46,48.21,146
R-005946,B-025,2026-03-27 07:37:37,2.67,-28.08,32.55,60.94,124
R-005947,B-019,2026-03-27 07:37:37,3.39,-12.54,39.4,7.12,33
R-005948,B-020,2026-03-27 07:37:37,2.8,50.98,40.34,86.44,88
R-005949,B-009,2026-03-27 07:37:37,4.03,109.32,25.91,73.81,104
R-005950,B-023,2026-03-27 07:37:37,4.11,-52.4,41.07,91.61,137
R-005951,B-010,2026-03-27 07:37:37,2.38,63.21,44.82,25.37,46
R-005952,B-022,2026-03-27 07:37:37,3.63,-43.72,29.25,95.47,130
R-005953,B-013,2026-03-27 07:37:37,3.25,-69.45,30.55,42.16,192
R-005954,B-002,2026-03-27 07:37:37,3.57,-23.06,31.3,25.54,54
R-005955,B-008,2026-03-27 07:37:37,4.07,-31.29,27.75,79.75,30
R-005956,B-003,2026-03-27 07:37:37,3.56,-14.02,28.56,88.89,49
R-005957,B-015,2026-03-27 07:38:37,2.72,66.08,33.85,79.44,106
R-005958,B-011,2026-03-27 07:38:37,2.62,-96.2,41.54,57.93,78
R-005959,B-014,2026-03-27 07:38:37,4.08,106.81,29.2,87.2,152
R-005960,B-023,2026-03-27 07:38:37,4.13,-73.52,38.6,90.8,137
R-005961,B-001,2026-03-27 07:38:37,3.47,-10.5,27.14,77.17,191
R-005962,B-002,2026-03-27 07:38:37,3.57,-94.48,25.02,24.85,54
R-005963,B-012,2026-03-27 07:38:37,3.5,-71.56,41.06,21.09,175
R-005964,B-022,2026-03-27 07:38:37,3.58,-81.68,36.88,94.51,130
R-005965,B-021,2026-03-27 07:38:37,3.49,93.71,42.69,84.82,25
R-005966,B-024,2026-03-27 07:38:37,2.54,-40.6,39.03,46.68,60
R-005967,B-003,2026-03-27 07:39:37,3.59,-17.93,39.65,88.55,49
R-005968,B-023,2026-03-27 07:39:37,4.16,-83.76,27.45,90.49,137
R-005969,B-007,2026-03-27 07:39:37,3.97,-81.88,28.77,68.95,38
R-005970,B-005,2026-03-27 07:39:37,3.1,-37.85,25.86,29.6,200
R-005971,B-014,2026-03-27 07:40:37,4.06,113.09,31.97,87.52,152
R-005972,B-006,2026-03-27 07:40:37,2.49,-39.56,29.18,38.06,110
R-005973,B-021,2026-03-27 07:40:37,3.51,140.45,38.34,85.84,25
R-005974,B-009,2026-03-27 07:40:37,4.04,130.58,26.98,74.94,104
R-005975,B-019,2026-03-27 07:40:37,3.4,-95.65,31.53,6.74,33
R-005976,B-017,2026-03-27 07:40:37,3.31,-41.57,35.89,47.88,170
R-005977,B-020,2026-03-27 07:40:37,2.75,133.31,44.06,86.9,88
R-005978,B-018,2026-03-27 07:40:37,2.43,-92.14,43.43,21.28,104
R-005979,B-015,2026-03-27 07:40:37,2.71,59.82,31.59,80.86,106
R-005980,B-018,2026-03-27 07:41:37,2.36,-32.44,42.38,21.01,104
R-005981,B-016,2026-03-27 07:41:37,2.78,-13.43,29.52,88.93,169
R-005982,B-002,2026-03-27 07:41:37,3.59,-21.41,25.67,24.54,54
R-005983,B-024,2026-03-27 07:41:37,2.55,-44.05,38.05,46.23,60
R-005984,B-001,2026-03-27 07:41:37,3.47,-50.75,28.57,76.66,191
R-005985,B-011,2026-03-27 07:41:37,2.59,-12.19,44.55,57.05,78
R-005986,B-013,2026-03-27 07:41:37,3.26,-80.43,40.37,41.91,192
R-005987,B-025,2026-03-27 07:42:37,2.63,-70.69,39.48,59.99,124
R-005988,B-004,2026-03-27 07:42:37,2.53,91.83,38.07,49.09,146
R-005989,B-010,2026-03-27 07:42:37,2.38,132.6,36.11,25.7,46
R-005990,B-023,2026-03-27 07:42:37,4.12,-66.32,37.85,90.27,137
R-005991,B-003,2026-03-27 07:42:37,3.58,-45.17,37.23,88.34,49
R-005992,B-024,2026-03-27 07:42:37,2.52,-72.63,40.92,45.76,60
R-005993,B-008,2026-03-27 07:42:37,4.01,-20.31,42.32,78.88,30
R-005994,B-017,2026-03-27 07:42:37,3.32,-70.01,37.18,47.72,170
R-005995,B-007,2026-03-27 07:42:37,3.92,-43.14,26.01,68.61,38
R-005996,B-022,2026-03-27 07:43:37,3.59,-63.39,43.54,94.0,130
R-005997,B-002,2026-03-27 07:43:37,3.56,-37.88,27.44,24.16,54
R-005998,B-014,2026-03-27 07:43:37,4.08,65.97,25.48,88.86,152
R-005999,B-004,2026-03-27 07:43:37,2.61,145.19,29.82,50.26,146
R-006000,B-003,2026-03-27 07:43:37,3.55,-89.18,35.13,87.9,49
R-006001,B-012,2026-03-27 07:43:37,3.57,-26.22,30.62,20.54,175
R-006002,B-025,2026-03-27 07:43:37,2.62,-49.45,39.76,59.06,124
R-006003,B-020,2026-03-27 07:44:37,2.8,69.7,27.43,87.46,88
R-006004,B-017,2026-03-27 07:44:37,3.25,-68.31,39.75,46.92,170
R-006005,B-021,2026-03-27 07:44:37,3.58,52.19,35.26,86.82,25
R-006006,B-022,2026-03-27 07:44:37,3.65,-27.89,32.61,93.9,130
R-006007,B-013,2026-03-27 07:44:37,3.26,-83.35,27.74,41.73,192
R-006008,B-018,2026-03-27 07:44:37,2.42,-16.88,26.41,20.21,104
R-006009,B-005,2026-03-27 07:44:37,3.1,-37.39,28.25,28.75,200
R-006010,B-019,2026-03-27 07:44:37,3.44,-39.5,26.26,6.61,33
R-006011,B-008,2026-03-27 07:44:37,4.02,-61.46,35.38,78.35,30
R-006012,B-015,2026-03-27 07:44:37,2.72,120.91,30.72,81.94,106
R-006013,B-006,2026-03-27 07:44:37,2.53,-29.14,42.44,37.77,110
R-006014,B-011,2026-03-27 07:44:37,2.58,-23.71,33.34,56.76,78
R-006015,B-007,2026-03-27 07:45:37,3.9,-88.57,41.2,68.39,38
R-006016,B-002,2026-03-27 07:45:37,3.56,-25.95,33.2,23.67,54
R-006017,B-009,2026-03-27 07:45:37,3.98,53.17,28.04,75.17,104
R-006018,B-023,2026-03-27 07:45:37,4.15,-33.68,29.82,89.7,137
R-006019,B-020,2026-03-27 07:45:37,2.76,136.68,27.7,88.62,88
R-006020,B-011,2026-03-27 07:45:37,2.55,-23.54,30.77,56.17,78
R-006021,B-019,2026-03-27 07:45:37,3.39,-25.32,27.33,6.31,33
R-006022,B-001,2026-03-27 07:45:37,3.43,-76.94,41.37,76.13,191
R-006023,B-012,2026-03-27 07:45:37,3.48,-55.32,36.96,19.88,175
R-006024,B-002,2026-03-27 07:46:37,3.55,-20.68,44.48,23.19,54
R-006025,B-010,2026-03-27 07:46:37,2.48,69.66,41.85,26.79,46
R-006026,B-017,2026-03-27 07:46:37,3.26,-54.32,36.35,46.47,170
R-006027,B-024,2026-03-27 07:46:37,2.49,-88.11,25.21,45.38,60
R-006028,B-016,2026-03-27 07:46:37,2.76,-43.55,40.84,88.72,169
R-006029,B-014,2026-03-27 07:46:37,4.13,131.52,43.16,89.64,152
R-006030,B-012,2026-03-27 07:46:37,3.51,-65.18,34.31,19.68,175
R-006031,B-004,2026-03-27 07:46:37,2.61,132.62,30.34,51.23,146
R-006032,B-023,2026-03-27 07:46:37,4.14,-27.11,34.62,89.16,137
R-006033,B-013,2026-03-27 07:47:37,3.24,-81.23,43.38,41.53,192
R-006034,B-003,2026-03-27 07:47:37,3.54,-91.02,32.03,86.97,49
R-006035,B-020,2026-03-27 07:47:37,2.8,61.87,25.51,89.93,88
R-006036,B-016,2026-03-27 07:47:37,2.75,-43.07,44.11,88.53,169
R-006037,B-017,2026-03-27 07:47:37,3.23,-56.53,39.53,45.57,170
R-006038,B-005,2026-03-27 07:47:37,3.11,-10.72,44.59,28.57,200
R-006039,B-025,2026-03-27 07:47:37,2.61,-60.31,41.78,58.29,124
R-006040,B-019,2026-03-27 07:47:37,3.46,-84.76,34.61,6.14,33
R-006041,B-014,2026-03-27 07:47:37,4.13,103.69,32.26,90.48,152
R-006042,B-021,2026-03-27 07:47:37,3.56,91.07,38.63,87.48,25
R-006043,B-007,2026-03-27 07:48:37,3.93,-96.6,39.25,68.19,38
R-006044,B-017,2026-03-27 07:48:37,3.28,-58.73,35.13,45.44,170
R-006045,B-009,2026-03-27 07:48:37,4.02,71.65,40.94,75.98,104
R-006046,B-008,2026-03-27 07:48:37,3.99,-53.38,29.27,78.16,30
R-006047,B-024,2026-03-27 07:48:37,2.54,-73.25,36.74,44.55,60
R-006048,B-018,2026-03-27 07:48:37,2.43,-52.12,36.36,19.55,104
R-006049,B-019,2026-03-27 07:48:37,3.42,-82.14,42.21,5.92,33
R-006050,B-002,2026-03-27 07:48:37,3.58,-85.52,31.25,22.57,54
R-006051,B-022,2026-03-27 07:48:37,3.58,-90.86,32.98,93.52,130
R-006052,B-021,2026-03-27 07:48:37,3.55,141.89,35.36,88.61,25
R-006053,B-015,2026-03-27 07:49:37,2.79,125.12,37.46,82.09,106
R-006054,B-010,2026-03-27 07:49:37,2.42,141.72,44.19,27.4,46
R-006055,B-011,2026-03-27 07:49:37,2.6,-47.38,31.63,55.47,78
R-006056,B-001,2026-03-27 07:49:37,3.45,-50.09,32.92,75.17,191
